track_id,track_name,track_number,disc_number,duration_ms,explicit,popularity,isrc,preview_url,track_url,playlist_id,playlist_name,added_at,added_by,primary_artist,all_artists,artist_id,artist_genres,album_name,album_id,album_type,album_release_date,album_image_url,lyrics
4U45aEWtQhrm8A5mxPaFZ7,Vienna,5,1,214240,False,82,USSM17700373,,https://open.spotify.com/track/4U45aEWtQhrm8A5mxPaFZ7,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-08-28T17:16:23Z,q93gzpmq9byct19h95j83qbv1,Billy Joel,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,The Stranger (Legacy Edition),1Mhn9VosyjtWn4dMPFlna6,album,1977,https://i.scdn.co/image/ab67616d0000b2736ce61113662ecf693b605ee5,"[Verse 1]
Slow down, you crazy child
You're so ambitious for a juvenile
But then if you're so smart
Tell me why are you still so afraid? Mm
Where's the fire, what's the hurry about?
You'd better cool it off before you burn it out
You've got so much to do
And only so many hours in a day, hey

[Chorus]
But you know that when the truth is told
That you can get what you want or you can just get old
You're gonna kick off before you even get halfway through, ooh
When will you realize Vienna waits for you?

[Verse 2]
Slow down, you're doin' fine
You can't be everything you wanna be before your time
Although it's so romantic on the borderline tonight, tonight
Too bad, but it's the life you lead
You're so ahead of yourself, that you forgot what you need
Though you can see when you're wrong
You know you can't always see when you're right
You're right

[Chorus]
You've got your passion, you've got your pride
But don't you know that only fools are satisfied?
Dream on, but don't imagine they'll all come true, ooh
When will you realize Vienna waits for you?

[Instrumental Break]

[Chorus]
Slow down, you crazy child
And take the phone off the hook and disappear for a while
It's all right, you can afford to lose a day or two, ooh
When will you realize Vienna waits for you?

[Outro]
And you know that when the truth is told
That you can get what you want or you could just get old
You're gonna kick off before you even get halfway through, ooh
Why don't you realize Vienna waits for you?
When will you realize Vienna waits for you?"
5RgFlk1fcClZd0Y4SGYhqH,She's Always a Woman,7,1,201373,False,80,USSM17700375,,https://open.spotify.com/track/5RgFlk1fcClZd0Y4SGYhqH,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:27:41Z,q93gzpmq9byct19h95j83qbv1,Billy Joel,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,The Stranger (Legacy Edition),1Mhn9VosyjtWn4dMPFlna6,album,1977,https://i.scdn.co/image/ab67616d0000b2736ce61113662ecf693b605ee5,"[Verse 1]
She can kill with a smile
She can wound with her eyes
And she can ruin your faith with her casual lies
And she only reveals
What she wants you to see
She hides like a child
But she's always a woman to me

[Verse 2]
She can lead you to love
She can take you or leave you
She can ask for the truth
But she'll never believe you
And she'll take what you give her
As long as it's free
Yeah, she steals like a thief
But she's always a woman to me

[Chorus]
Oh, she takes care of herself
She can wait if she wants
She's ahead of her time
Oh, and she never gives out
And she never gives in
She just changes her mind

[Verse 3]
And she'll promise you more
Than the Garden of Eden
Then she'll carelessly cut you
And laugh while you're bleedin'
But she'll bring out the best
And the worst you can be
Blame it all on yourself
Cause she's always a woman to me

[Interlude]
Mmm mmm
Mmm mmm mmm mmm mm

[Chorus]
Oh, she takes care of herself
She can wait if she wants
She's ahead of her time
Oh, and she never gives out
And she never gives in
She just changes her mind

[Verse 4]
She is frequently kind
And she's suddenly cruel
She can do as she pleases
She's nobody's fool
But she can't be convicted
She's earned her degree
And the most she will do
Is throw shadows at you
But she's always a woman to me

[Outro]
Mmm mm, mmm mm
Mmm mmm mmm mmm mmm"
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,2,1,287733,False,78,USSM18900217,,https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:28:26Z,q93gzpmq9byct19h95j83qbv1,Billy Joel,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,Storm Front,1Vw2uoVkLAJFVViJ1QyK1D,album,1989-10-17,https://i.scdn.co/image/ab67616d0000b2731946747b8692919f98918ec4,"[Verse 1]
Harry Truman, Doris Day
Red China, Johnnie Ray
South Pacific
Walter Winchell, Joe DiMaggio
Joe McCarthy, Richard Nixon
Studebaker, Television
North Korea, South Korea
Marilyn Monroe

[Brief instrumental interlude]

Rosenbergs, H-Bomb
Sugar Ray, Panmunjom
Brando, The King And I,
And The Catcher In The Rye
Eisenhower, Vaccine
England's got a new queen
Marciano, Liberace
Santayana goodbye

[Chorus]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it

[Verse 2]
Joseph Stalin, Malenkov
Nasser and Prokofiev
Rockefeller, Campanella
Communist Bloc
Roy Cohn, Juan Peron
Toscanini, Dacron
Dien Bien Phu Falls, ""Rock Around the Clock""
Einstein, James Dean
Brooklyn's got a winning team
Davy Crockett, Peter Pan
Elvis Presley, Disneyland
Bardot, Budapest, Alabama, Khrushchev
Princess Grace, Peyton Place
Trouble in the Suez

[Chorus]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
[Verse 3]
Little Rock, Pasternak
Mickey Mantle, Kerouac
Sputnik, Zhou En-lai
Bridge On The River Kwai
Lebanon, Charles de Gaulle
California baseball
Starkweather Homicide
Children of Thalidomide
Buddy Holly, Ben-Hur
Space Monkey, Mafia
Hula Hoops, Castro
Edsel is a no-go
U-2, Syngman Rhee
Payola and Kennedy
Chubby Checker, Psycho
Belgians in the Congo

[Chorus]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
[Verse 4]
Hemingway, Eichmann
Stranger in a Strange Land
Dylan, Berlin
Bay of Pigs invasion
Lawrence of Arabia
British Beatlemania
Ole Miss, John Glenn
Liston beats Patterson
Pope Paul, Malcolm X
British Politician sex
J.F.K. blown away
What else do I have to say?

[Chorus]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it

[Verse 5]
Birth control, Ho Chi Minh
Richard Nixon back again
Moonshot, Woodstock
Watergate, punk rock
Begin, Reagan, Palestine
Terror on the airline
Ayatollahs in Iran
Russians in Afghanistan
Wheel of Fortune, Sally Ride
Heavy metal suicide
Foreign debts, homeless Vets
AIDS, crack, Bernie Goetz
Hypodermics on the shores
China's under martial law
Rock and Roller cola wars
I can't take it anymore

[Chorus]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
But when we are gone
It will still burn on, and on
And on, and on

[Outro]
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning
We didn't start the fire
No, we didn't light it
But we tried to fight it
We didn't start the fire
It was always burning
Since the world's been turning"
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,2,1,178360,False,75,USMC18925675,,https://open.spotify.com/track/7gSQv1OHpkIoAdUiRLdmI6,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:28:45Z,q93gzpmq9byct19h95j83qbv1,Tom Petty,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,classic rock,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,album,1989-01-01,https://i.scdn.co/image/ab67616d0000b27336572e6726714544f5bed456,"[Verse 1]
Well, I won't back down
No, I won't back down
You can stand me up at the gates of Hell
But I won't back down
No, I'll stand my ground
Won't be turned around
And I'll keep this world from draggin' me down
Gonna stand my ground
And I won't back down

[Chorus]
(I won't back down)
Hey, baby, there ain't no easy way out
(I won't back down)
Hey, I will stand my ground (Ooh)
And I won't back down

[Verse 2]
Well, I know what's right
I got just one life
In a world that keeps on pushin' me around
But I'll stand my ground
And I won't back down

[Chorus]
(I won't back down)
Hey, baby, there ain't no easy way out
(I won't back down)
Hey, I will stand my ground (Ooh, I won't back down)
And I won't back down

[Instrumental Break]

[Chorus]
(I won't back down)
Hey, baby, there ain't no easy way out
(I won't back down)
Hey, I won't back down (Ooh)
(I won't back down)
Hey, baby, there ain't no easy way out
(I won't back down)
Hey, I will stand my ground (Ooh, I won't back down)
And I won't back down (I won't back down)
No, I won't back down"
5tVA6TkbaAH9QMITTQRrNv,Free Fallin',1,1,256000,False,78,USMC18925673,,https://open.spotify.com/track/5tVA6TkbaAH9QMITTQRrNv,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:28:57Z,q93gzpmq9byct19h95j83qbv1,Tom Petty,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,classic rock,Full Moon Fever,5d71Imt5CIb7LpQwDMQ093,album,1989-01-01,https://i.scdn.co/image/ab67616d0000b27336572e6726714544f5bed456,"[Verse 1]
She's a good girl, loves her mama
Loves Jesus and America too
She's a good girl, crazy 'bout Elvis
Loves horses and her boyfriend too

[Verse 2]
It's a long day livin' in Reseda
There's a freeway runnin' through the yard
And I'm a bad boy 'cause I don't even miss her
I'm a bad boy for breakin' her heart

[Chorus]
And I'm free
Free fallin'
Yeah, I'm free
Free fallin'

[Verse 3]
All the vampires walkin' through the valley
Move west down Ventura Boulevard
And all the bad boys are standing in the shadows
And the good girls are home with broken hearts

[Chorus]
And I'm free
I'm free fallin'
Yeah, I'm free
Free fallin'

[Post-Chorus]
(Free fallin', I'm-a free fallin', I'm-a)
(Free fallin', I'm-a free fallin', I'm-a)

[Bridge]
I wanna glide down over Mulholland
I wanna write her name in the sky
I'm gonna free fall out into nothin'
Gonna leave this world for a while

[Chorus]
Now I'm free (Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)
Yeah, I'm free (Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)

[Outro]
(Free fallin', I'm-a free fallin', I'm-a)
Yeah, I'm free
Free fallin'
Oh
(Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)
I'm free (Free fallin', I'm-a free fallin', I'm-a)
Oh, free fallin' (Free fallin', I'm-a free fallin', I'm-a)
(Free fallin', I'm-a free fallin', I'm-a)
Free fallin' (Free fallin', I'm-a free fallin', I'm-a)"
2Pr1nZpt8A8WP7QYpyq6L3,Wildflowers,1,1,190320,False,68,USWB10102187,,https://open.spotify.com/track/2Pr1nZpt8A8WP7QYpyq6L3,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:29:03Z,q93gzpmq9byct19h95j83qbv1,Tom Petty,Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,classic rock,Wildflowers,3ZGUBwDiY5HPOcWv4SBPQg,album,1994,https://i.scdn.co/image/ab67616d0000b27341be6d9cf0ec0067d095a072,"[Chorus]
You belong among the wildflowers
You belong in a boat out at sea
Sail away, kill off the hours
You belong somewhere you feel free

[Verse 1]
Run away, find you a lover
Go away somewhere all bright and new
I have seen no other
Who compares with you

[Chorus]
You belong among the wildflowers
You belong in a boat out at sea
You belong with your love on your arm
You belong somewhere you feel free

[Verse 2]
Run away, go find a lover
Run away, let your heart be your guide
You deserve the deepest of cover
You belong in that home by and by

[Chorus]
You belong among the wildflowers
You belong somewhere close to me
Far away from your trouble and worry
You belong somewhere you feel free
You belong somewhere you feel free"
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,6,1,235560,False,68,USSM17700374,,https://open.spotify.com/track/1xOXXYh6lTW8laxlW7JP2J,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:29:23Z,q93gzpmq9byct19h95j83qbv1,Billy Joel,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,The Stranger (Legacy Edition),1Mhn9VosyjtWn4dMPFlna6,album,1977,https://i.scdn.co/image/ab67616d0000b2736ce61113662ecf693b605ee5,"[Verse 1]
Come out, Virginia, don't let me wait
You Catholic girls start much too late
Aww, but sooner or later, it comes down to fate
I might as well be the one
Well, they showed you a statue, told you to pray
They built you a temple and locked you away
Aww, but they never told you the price that you pay
For things that you might have done

[Chorus]
Well, only the good die young
That's what I said
Only the good die young
Only the good die young

[Verse 2]
You mighta heard I run with a dangerous crowd
We ain't too pretty, we ain't too proud
We might be laughing a bit too loud
Aww, but that never hurt no one
So come on, Virginia, show me a sign
Send up a signal, I'll throw you the line
The stained glass curtain you're hidin' behind
Never lets in the sun
[Chorus]
Darlin', only the good die young
Woah, woah, woah, woah, woah
I tell ya, only the good die young
Only the good die young

[Bridge]
You got a nice white dress and a party on your confirmation
You got a brand new soul
Mmm, and a cross of gold
But Virginia, they didn't give you quite enough information
You didn't count on me
When you were counting on your rosary
Oh woah woah

[Verse 3]
And they say there's a heaven for those who will wait
And some say it's better, but I say it ain't
I'd rather laugh with the sinners than cry with the saints
The sinners are much more fun

[Chorus]
You know that only the good die young
Oh-oh-ho, baby
I tell ya, only the good die young
Only the good die young

[Saxophone Solo]

[Bridge]
You said your mother told you, ""All that I could give you was a reputation""
Aww, she never cared for me
But did she ever say a prayer for me?
Oh woah woah

[Verse 4]
Well, come out, come out, come out, Virginia, don't let me wait
You Catholic girls start much too late
But sooner or later, it comes down to fate
I might as well be the one

[Chorus]
You know that only the good die young
Tell you, baby
You know that only the good die young
Only the good die young
Only the good
Only the good die young

[Outro]
Ooh-ooh-hoo, ooh-hoo
Ooh-ooh-hoo, hoo, ooh-hoo
Ooh-ooh-hoo, ooh-ooh-hoo
Ooh-ooh-hoo, hoo, ooh-hoo
Ooh-ooh-hoo, ooh-hoo
Ooh-ooh-hoo, hoo, ooh-hoo
Only the good die young
Only the good die young"
4yugZvBYaoREkJKtbG08Qr,Take It Easy - 2013 Remaster,1,1,211577,False,78,USEE11300314,,https://open.spotify.com/track/4yugZvBYaoREkJKtbG08Qr,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:30:05Z,q93gzpmq9byct19h95j83qbv1,Eagles,Eagles,0ECwFtbIWEVNwjlrfc6xoL,"classic rock, soft rock",Eagles (2013 Remaster),51B7LbLWgYLKBVSpkan8Z7,album,1972-06-01,https://i.scdn.co/image/ab67616d0000b273c13acd642ba9f6f5f127aa1b,
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,1,1,391376,False,85,USEE11300353,,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:30:14Z,q93gzpmq9byct19h95j83qbv1,Eagles,Eagles,0ECwFtbIWEVNwjlrfc6xoL,"classic rock, soft rock",Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,album,1976-12-08,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778,"Karanlık bir çöl yolunda

Saçım da soğuk bir rüzgar

Colitaların ılık kokusu

Gökyüzüne yükseliyor

Uzakta bir yerde

Parlak bir ışık gördüm

Kafam ağırlaştı ve görüşüm bulanıklaştı

Gece için durmam gerekti






Orda kapı yolunda duruyordu

Görev zilini duydum

Ve kendi kendime düşündüm

'Bu cennette olabilir, cehennem de'

Sonra kız bir mum yaktı

Ve bana yolu gösterdi

Koridorda sesler vardı

Sanırım şöyle dediklerini duydum






Hotel California'ya hoşgeldiniz

Çok sevimli bir yer (Çok sevimli bir yer)

Çok sevimli bir yüz

Hotel California'da çokça oda var

Senenin herhangi bir zamanı (senenin herhangi bir zamanı)

Burda bulabilirsin






Onun aklı mücеvherlerde

Onun Mеrcedes bends'i var

Arkadaş diye çağırdığı

Bir sürü tatlı erkek arkadaşları var

Sahne de nasıl dans ediyorlar

Tatlı yaz terinde

Bazı danslar hatırlanmak içindir

Bazı danslar unutmak






Kaptana seslendim

""Lütfen bana şarabımı getir""

""Biz de 1969'dan beri o içki yok"" dedi

Ve hala o sesler çok uzaklardan çağırıyor

Seni gecenin ortasında uyandırır

Sadece şunu duyman için






Hotel California'ya hoşgeldiniz

Çok sevimli bir yer (Çok sevimli bir yer)

Çok sevimli bir yüz

Hotel California'da yaşıyorlar

Ne güzel bir süpriz (ne güzel bir süpriz)

Bahanelerinizi getirin






Tavan da aynalar

Buzda büyük pembe şampanya

Ve o dedi ki ""Burada hepimiz sadece kendimizin tutsağız""

Ve ana salonda

Ziyafet için toplandılar

Onu çelik bıçaklarıyla doğradılar

Ama canavarı öldüremezler






Hatırladığım son şey

Kapıya koşutuğumdu

Daha önce olduğum yere giden

Geçidi tekrar bulmalıydım

""Sakinleş"" dedi adam

Varmak için programlandık

""İstediğin zaman çıkış yapabilirsin

Ama asla ayrılamazsın"""
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,3,1,286219,False,71,USEE11300355,,https://open.spotify.com/track/6gXrEUzibufX9xYPk3HD5p,1BLVpD9HiYs2zWxZmD9OD6,My playlist 👍,2022-09-23T03:30:26Z,q93gzpmq9byct19h95j83qbv1,Eagles,Eagles,0ECwFtbIWEVNwjlrfc6xoL,"classic rock, soft rock",Hotel California (2013 Remaster),2widuo17g5CEC66IbzveRu,album,1976-12-08,https://i.scdn.co/image/ab67616d0000b2734637341b9f507521afa9a778,
