id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,artist_genres,lyrics
5oSCqtN7I9XjeMrnmN0fWW,"Tom's Diner - 7"" Version",0,False,228533,RetroSpective: The Best Of Suzanne Vega,2003-01-01,"DNA, Suzanne Vega","2rGm8R7YDTbqDCVlNssQyL, 3X0tJzVYoWlfjLYI0Ridsw",singer-songwriter,
2hYeD63jpntJDXklv4ETE5,If It Makes You Happy,0,False,324840,Sheryl Crow,1996-09-24,Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,,"37 ContributorsIf It Makes You Happy Lyrics
I've been a long
A long way from here
Put on a poncho, played for mosquitoes
And drank 'til I was thirsty again
We went searchin'
Through thrift store jungles
Found Geronimo's rifle, Marilyn's shampoo
And Benny Goodman's corset and pen

Well, okay, I made this up
I promised you I'd never give up

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

You get down
Real low down
You listen to Coltrane, derail your own train
Well, who hasn't been there before?
I come 'round
Around the hard way
Bring you comics in bed, scrape the mold off the bread
And serve you French toast again

Well, okay, I still get stoned
I'm not the kind of girl you'd take home

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

We've been far
Far away from here
Put on a poncho, played for mosquitoes
And everywhere in-between

Well, okay, we get along
So what if right now everything's wrong?

If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?
If it makes you happy
It can't be that bad
If it makes you happy
Then why the hell are you so sad?

Oh, oh-oh"
11VGhd5i7deLL0YB0ayicY,Yesterdays,64,False,196226,Use Your Illusion II,1991-09-18,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,"classic rock, hard rock, rock, glam metal","19 ContributorsYesterdays Lyrics
Yesterday, there was so many things I was never told
Now that I'm starting to learn, I feel I'm growing old
'Cause yesterday's got nothing for me
Old pictures that I'll always see
Time just fades the pages in my book of memories
Prayers in my pocket, and no hand in destiny
I'll keep on movin' along with no time to plant my feet
'Cause yesterday's got nothing for me
Old pictures that I'll always see
Some things could be better if we'd all just let them be

Ooh, yesterday's got nothing for me
Yesterday's got nothing for me
Got nothing for me, ooh, yeah


Yesterday, there were so many things I was never shown
Suddenly, this time I found I'm on the streets and I'm all alone
Yesterday's got nothing for me
Old pictures that I'll always see
I ain't got time to reminisce old novelties

Ooh, yesterday's got nothing for me
Yesterday's, ooh, got nothing for me
Yesterday's got nothing for me
Yesterday

Yesterday"
2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,77,False,193120,Tracy Chapman,1988-04-05,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,,"27 ContributorsTranslationsDeutschBaby Can I Hold You Lyrics
Sorry
Is all that you can't say
Years gone by and still
Words don't come easily
Like sorry, like sorry

Forgive me
Is all that you can't say
Years gone by and still
Words don't come easily
Like forgive me, forgive me

But you can say baby
Baby can I hold you tonight
Maybe if I told you the right words
At the right time
You'd be mine

I love you
Is all that you can't say
Years gone by and still
Words don't come easily
Like I love you, I love you

But you can say baby
Baby can I hold you tonight
Maybe if I told you the right words
At the right time, you'd be mine

Baby can I hold you tonight
Maybe if I told you the right words
At the right time, you'd be mine
You'd be mine
You'd be mine"
3i6qNxyVgIdUZTTi5m25EM,Bitch,72,False,252760,Blurring The Edges,1997-01-01,Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN,,"32 ContributorsBitch Lyrics
I hate the world today
You're so good to me, I know, but I can't change
Tried to tell you but you look at me like maybe
I'm an angel underneath
Innocent and sweet

Yesterday I cried
You must have been relieved to see the softer side
I can understand how you'd be so confused
I don't envy you
I'm a little bit of everything all rolled into one

I'm a bitch, I'm a lover
I'm a child, I'm a mother
I'm a sinner, I'm a saint
I do not feel ashamed
I'm your Hell, I'm your dream
I'm nothing in between
You know you wouldn't want it any other way

So take me as I am
This may mean you'll have to be a stronger man
Rest assured that when I start to make you nervous
And I'm going to extremes
Tomorrow I will change and today won't mean a thing

I'm a bitch, I'm a lover
I'm a child, I'm a mother
I'm a sinner, I'm a saint
I do not feel ashamed
I'm your Hell, I'm your dream
I'm nothing in between
You know you wouldn't want it any other way

Just when you think you got me figured out
The season's already changing
I think it's cool, you do what you do
And don't try to save me

I'm a bitch, I'm a lover
I'm a child, I'm a mother
I'm a sinner, I'm a saint
I do not feel ashamed
I'm your Hell, I'm your dream
I'm nothing in between
You know you wouldn't want it any other way

I'm a bitch, I'm a tease
I'm a goddess on my knees
When you hurt, when you suffer
I'm your angel undercover
I've been numb, I'm revived
Can't say I'm not alive
You know I wouldn't want it any other way"
21MLFi0ISlqDBp7DQHPi7p,Would I Lie To You?,0,False,279600,Duophonic,1992-01-01,Charles & Eddie,5rIhaCHkbFVvLJpKHWwOJD,,"21 ContributorsTranslationsDeutschWould I Lie To You? Lyrics
No, no, no, baby
Mhm-mmm
La-la-la-la-la-la (Look into my eyes)
Would I lie to you, yeah? (Would I lie to you, baby, would I lie to you?)

Look into my eyes, can't you see they're open wide?
Would I lie to you, baby, would I lie to you? (Oh, yeah)
Don't you know it's true, girl, there's no one else but you?
Would I lie to you, baby, yeah? Come on

Everybody wants to know the truth
In my arms is the only proof
I've hidden my heart behind the bedroom door
Now it's open, I can't do no more

I'm telling you, baby, you will never find another girl
In this heart of mine (Oh-oh, oh)

Look into my eyes, can't you see they're open wide?
Would I lie to you, baby, would I lie to you? (Oh, yeah)
Don't you know it's true, girl, there's no one else but you?
Would I lie to you, baby, yeah? Come on (Would I lie to you?)

Everybody's got their history (History)
On every page, a mystery (It's a mystery, yeah)
You can read my diary, you're in every line
Jealous minds, never satisfied

I'm telling you, baby, you will never find another girl
In this heart of mine, woo! (In this heart of mine)

Look into my eyes, can't you see they're open wide?
Would I lie to you, baby, would I lie to you? (Oh, yeah)
Don't you know it's true, girl, there's no one else but you?
Would I lie to you, baby, yeah? (Would I lie to you?)
Come on

(Ooh, look into my eyes) Ooh, ooh
(Would I lie to you, baby? Would I lie to you?) Would I lie to you, baby? (Oh, yeah)
(Ooh, look into my eyes) Yeah, yeah
(Would I lie to you, baby? Would I lie to you?) Oh, oh, oh, oh

(Would I lie to you?) When you wanna see me night and day
(Would I lie?) If I tell you that I'm here to stay
(Would I lie to you?) Do you think I give my love away?
(Would I lie?) That's not the kind of game I play

I'm telling you, baby, you will never find another girl
In this heart of mine (In this heart of mine, deep in my heart)
Woo

Look into my eyes, can't you see they're open wide?
Would I lie to you, baby, would I lie to you? (Oh, yeah)
Don't you know it's true, girl, there's no one else but you?
Would I lie to you, baby, yeah? (Would I lie to you?)
(Would I lie to you, baby?) Come on
Look into my eyes, can't you see they're open wide?
Would I lie to you, baby, would I lie to you? (Oh, yeah)
Don't you know it's true, girl, there's no one else but you?
Would I lie to you, baby, yeah? (Would I lie to you?)
(Come on, come on, come on, come on and kiss me, baby)
(Ooh, look into my eyes) Hey, woohoo
(Would I lie to you, baby, would I lie to you?)
There ain't no one else but you
(Ooh, look into my eyes) Oh, oh
(Would I lie to you, baby, would I lie to you?)
Come on, come on, come on, come on and trust me, baby
(Ooh, look into my eyes)
I won't lie to you, baby (Would I lie to you?) (Oh, yeah)
There ain't no-one else but you, darling
Tell me what you need, I got what you need, yeah"
70i9JBvJXjJqhUw8aWLhmu,Back To Life (However Do You Want Me),23,False,230560,Volume IV - The Classic Singles 88-93,1993-01-01,"Soul II Soul, Caron Wheeler","2sIx6SmAMw9IBySG3Uj0jf, 2RhMHmV21ZDcSGZ872U4ZY",new jack swing,"37 ContributorsBack to Life (However Do You Want Me) Lyrics
Back to life, back to reality
Back to life, back to reality

Back to life, back to reality
Back to the here and now, oh yeah
Show me how, decide what you want from me
Tell me maybe I could be there for you

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me

Back to life, back to the present time
Back from a fantasy, yes
Tell me now, take the initiative
I'll leave it in your hands until you're ready

However do you want me
However do you need me, how
However do you want me (Hold me now, do you want me?)
However do you need me
However do you want me (However)
However do you need me, how
However do you want me
However do you need me

However do you need me
However do you need me
However do you need me
However do you need me

I live at the top of the block
No more room for trouble and fuss (No more room, no, no, no there's not)
Need a change (Oh), a positive change
Look, it's my writing on the wall (Oh, oh, however do you want me, oh)

However do you want me
However do you need me, how
However do you want me, how, how
However do you need me
However do you want me
However do you need me, how
However do you want me (Oh)
However do you need me (Tell me now, how do you want me to be?)


Back to life, back to the day we had
Let's end this foolish game
Hear me out, don't let it waste away
Make up your mind so I know where I stand

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me

However do you want me
However do you need me, how
However do you want me
However do you need me
However do you want me
However do you need me, how
However do you want me
However do you need me"
2UY4BdOZ7Ncfke96BBUTzM,Erase / Rewind,0,False,215760,Gran Turismo,1998-10-01,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,,"14 ContributorsErase/Rewind Lyrics
Hmm-hmm
Hmm-hmm-hmm

Hey, what did you hear me say
You know the difference it makes
What did you hear me say
Yes, I said it's fine before
But I don't think so no more
I said it's fine before

I've changed my mind
I take it back

Erase and rewind
Cause I'll be changing my mind
Erase and rewind
Cause I'll be changing my mind
I've changed my mind

So where did you see me go?
It's not the right way, you know
Where did you see me go?
No, it's not that I don't know
I just don't want it to grow
It's not that I don't know

I've changed my mind
I take it back

Erase and rewind
Cause I'll be changing my mind
Erase and rewind
Cause I'll be changing my mind
Erase and rewind
Cause I'll be changing my mind
Erase and rewind
Cause I'll be changing my mind

Erase and rewind, hmm-hmm
Erase and rewind, hmm-hmm
I've changed my mind"
75gfxIedwH7j2s5nc7JgWh,Silent Lucidity - Remastered 2003,36,False,347760,Empire (Expanded Edition / Remastered/2003),1990,Queensrÿche,2OgUPVlWYgGBGMefZgGvCO,"glam metal, metal, progressive metal, progressive rock, heavy metal, hard rock",
0qeKzbUsW0V4ZWRJrHNiD3,Bad Boys (Theme from COPS),4,False,229374,Blazzin' Fire,2010-12-14,Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,reggae,
4c6vZqYHFur11FbWATIJ9P,There She Goes,76,False,162186,The La's,1990,The La's,47Z8LEl3LnQkcpva0xSthT,"jangle pop, madchester, britpop","41 ContributorsThere She Goes Lyrics
There she goes
There she goes again
Racing through my brain

And I just can't contain
This feelin' that remains

There she blows (There she blows again)
There she blows again (There she blows again)
Pulsing through my vein (There she blows again)

And I just can't contain
This feelin' that remains

There she goes
There she goes again
She calls my name, pulls my train
No one else could heal my pain

But I just can't contain
This feelin' that remains

There she goes
There she goes again
Chasing down my lane

And I just can't contain
This feelin' that remains

There she goes (There she goes again)
There she goes (There she goes again)
There she goes (There she goes again)"
2LjiPAQOVazT8sRyXL3XRs,Informer,67,False,268910,12 Inches Of Snow,1993,Snow,3uZFBSsMiooimnprFL9jD1,,"80 ContributorsInformer Lyrics
What's up, man?
Ayo, what's up?
Yeah, what's going on, yo?
I'm sick and tired of 5-0 running up on the block
You know what I'm saying?
Yo, Snow, they came around looking for you the other day (Word?)
Word, bust it!

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

Police-a them-a they come and-a they blow down me door
Break a car troo, troo my window
So dey put me in de back de car at de station
From that point on, me reach my destination
Where the destination reachin' outta east detention
Where dey looked down me pants, look up me bottom, so

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

So, bigger dem are they think dem have more power
De pon di phone me say dat one hour
Me for want to use a once an' now me call me lover
Lover who me callin an' a one Tamei
An' mi love her in my heart down to my belly-a
Yes say daddy me Snow me haffi cool an' deadly
Yes the one MC Shan an' the one Daddy Snow
Together we-a love 'em is a tor-na-do

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

So, listen for me, you better listen for me now
Listen for me, you better listen for me now
When-a me rock-a the microphone, me rock on steady-a
Yes a daddy me Snow me are de article don
But the in an a-out a dance an they say where you come from-a?
People dem say ya come from Jamaica
But me born an' raised in the ghetto that I want ya to know-a
Pure black people man that’s all I man know
Yeah me shoes are a-tear up an'a me toes just a show-a
Where me-a born in are de one Toronto, so

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

Come with a nice young lady
Intelligent, yes, she gentle and irie
Everywhere me go, me never lef' her at all-ie
Yes-a Daddy Snow me are the roam dance man-a
Roam between-a dancin' in-a in-a nation-a
You never know say daddy me Snow me are the boom shakata
Me never lay-a down flat in-a one cardboard box-a
Yes-a daddy me Snow me-a go reachin' out da top, so

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

Why wo ee? why wo ee? an' wo ee an' wo ee?

Me sitting 'round cool with my dibbie-dibbie girl
Police knock my door, lick up my pal
Rough me up and I can't do a thing
Pick up my line when my telephone ring
Take me to the station black up my hands
Trail me down cause I'm hanging with the Snowman
What I'm gonna do? I'm backed and I'm trapped
Slap me in the face and took all of my gap
They have no clues and they wanna get warmer
But Shan won't turn informer

Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down
Informer, ya' no say daddy me Snow me I go blame
I lick he boom-boom down
'Tective man a say, say daddy me Snow me stab someone down the lane
I lick he boom-boom down

Diggity dum, diggity diggity dum, an' wo ee, an wo, an wo ee"
06TuMCjDEYjTOJScCRzmjf,Don't Let Go (Love),66,False,291880,EV3,1997-06-17,En Vogue,5fikk4h5qbEebqK2Fc6e48,new jack swing,"29 ContributorsDon’t Let Go (Love) Lyrics
Oh-oh, yeah
Ooh, ooh
Oh-oh, hey, yeah

What's it gonna be? 'Cause I can't pretend
Don't you wanna be more than friends?
Hold me tight and don't let go (Don't let go)
You have the right to lose control (Yeah, don't let go)

I often tell myself that we could be
More than just friends
I know you think that if we move too soon
It would all end
I live in misery when you're not around ('Round, 'round)
And I won't be satisfied till we're taking those vows

There'll be some lovemaking, heartbreaking, soul shaking
Oh, lovemaking, heartbreaking, soul shaking

What's it gonna be? 'Cause I can't pretend (I can't pretend, no)
Don't you wanna be more than friends? (Don't you wanna be? Oh)
Hold me tight and don't let go (Don't let go)
You have the right to lose control (Don't let go)

I often fantasize the stars above
Are watching you
They know my heart and speak to yours like only lovers do
If I could wear your clothes
I'd pretend I was you
And lose control

There'll be some lovemaking, heartbreaking, soul shaking
Oh, lovemaking, heartbreaking, soul shaking

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (Don't let go)
You have the right to lose control (Don't let go)

Running in and out my life
Has got me so confused
You gotta make the sacrifice
Somebody's got to choose
We can make it if we try, for the sake of you and I
Together we can make it right

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (Don't let go)
You have the right to lose control (Don't let go)

You've got the right to lose control
Don't let go
Don't let go 'cause I can't pretend

What's it gonna be 'cause I can't pretend?
Don't you wanna be more than friends?
Hold me tight and don't let go (Don't let go)
You have the right to lose control (Don't let go)

What's it gonna be?
Don't let go
Don't let go
Don't you wanna be?
Don't let go
Hold me tight and don't let go"
