id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,artist_genres,lyrics
4CYSuHwYKy6oyLTXrXlo4u,Turn off the Lights,0,False,354693,The Essential Teddy Pendergrass,2007-11-05,Teddy Pendergrass,68kACMx6A3D2BYiO056MeQ,"smooth soul, quiet storm, philly soul, soul","17 ContributorsTurn Off the Lights Lyrics
Turn off the lights and light a candle
Tonight I'm in a romantic mood, yeah
Let's take a shower, said a shower together, yes
I'll wash your body and you'll wash mine, yeah
Rub me down in some, some hot oils, baby
And I'll do the same thing to you

Just turn off the lights, come to me
Girl, I wanna give you a special treat, you're so sweet
Turn off the lights, let's get cozy
See, you're the only one in the world that I need

I wanna love you, love you all over, yeah
Over and over and over and over and over again
Whisper sweet words of, of love in your ear
Show you I how much I missed you, missed you, my dear

Turn 'em off and come to me
You see tonight I'm in, a sexy mood, mood, baby
And light a candle
Girl, there's something I, something I, something I, something I wanna do to you, baby
Yes, I do
Would you mind if I asked you to?
Would you rub me down
Would you rub me down in some, in some burnin' hot oils, baby
Yeah
I swear I'll return the same thing
The same thing to you, baby

Turn 'em off and let's get cozy
Girl, I wanna give you a special treat, you're so sweet
Turn 'em off, come closer
Girl, you're the only one in this whole wide world that I'd ever need
Turn 'em off


I'm lyin' here, just waitin' my dear
You can get what you want any time you want it
I'm lyin' here waitin', my dear
Come get what you need, and give me what I need
(Tell me what you want to do)
(Tell me what you wanna do, baby)
Yeah (Tell me what you want to do)
Anything that you want (Tell me what you wanna do, baby)
Anything that you need
(Tell me what you want to do) I got it
(Tell me what you wanna do, baby)
Anything that you want
(Tell me what you want to do)
Yeah (Tell me what you wanna do, baby)"
5WjblEmWPC60LiyHDEDnXd,Show You the Way to Go,20,False,326986,Pure... '70s,2013-08-02,The Jacksons,2yrbLiuBmc9j81lTX3XUuI,"disco, philly soul, motown","15 ContributorsShow You the Way to Go LyricsAh, let me show ya
Let me show you the way to go

I don't know everything
But there's something I do know (I know, I know)
I've read and heard a lot
And now, we're ready to show
That we can come together and think like one
(Come together now)
Live together underneath the sun
Please, please let me show ya

Let me show ya, let me show you the way to go
(Follow me, my friend)
Let me show ya, let me show you the way to go

Just put your trust in me
I'll try not to letcha down
(Letcha down, letcha down)
The job is hard to do
But only we can't let us down
'Cause we can help each other to overcome
We can do it, we can do it now

Now, trust everybody and get the job done
Please, please, please just let me show ya

Let me show ya, let me show you the way to go
(Follow me, my friend)
Let me show ya, let me show you the way to go
(Please follow me, now)


That we can help each other to overcome
(We can do it, we can do it now)
Live together underneath the sun
Please, please, please just let me show ya

Let me show ya, let me show you the way to go
(Swear I'll never letcha down)
(Please follow me)
Let me show ya, let me show you the way to go
(We can do it, we can do it, we can do it now)
Let me show ya, let me show you the way to go
(Let me let me let me, just let me let me show ya now)
Let me show ya, let me show you the way to go
Let me show ya, let me show you the way to go
(I swear I'll never let you down)
Let me show ya, let me show you the way to go
(C'mon, c'mon, c'mon)
Let me show ya, let me show you the way to go
(Let me let me let me show ya)
Let me show ya, let me show you the way to go
(Let me, let me, let me, let me, let me, let me show you)

Um
Let me show you
I'll never letcha down
Never letcha down
I'll never let you down
Put your hand in mine
We can do it, we can do it
We can work it out, a-work it out
Work it, work it, work it out
Uh, uh, uh uh, uh, ummmmm
And get on top of the world
Let me show ya, let me show ya, let me show ya yeah
Let me, let me, let me, let me, let me, let me show you"
2iC6wJiJk9HvXzCvzcObcz,Distant Lover - Alternate Mix,0,False,272893,Let's Get It On (Deluxe Edition),1973-08-28,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,"quiet storm, northern soul, soul, motown","6 ContributorsDistant Lover (Alternate Mix) LyricsYou know, when you're in love and your lover leaves you
And you've got nobody, the lonely hours over here
Sittin' home and thinkin', you say
Distant lover, lover
Oh, so many miles away
Oh, heaven knows that I long for you
Every night, every night and sometimes I yearn through the day
Distant lover, oh lover
You should think about me, say a prayer for me
Please, please, baby (Oh, oh)
Think about me sometime, think about me yeah
Here in misery, misery
As I reminisce
Oh, baby, through our joyful summer together
The promises we made of the daily letter
Then all of a sudden everything seemed to explode
Now I gaze out my window, sugar, down the lonesome road
Distant lover, oh, sugar
How can you treat my heart so mean and cruel
Don't you know, sugar
That every moment that I spent with you
I treasured it like it was a precious jewel
Oh, baby

Lord, have mercy
Oh, baby, don't go
Please come back, baby
Something I wanna say
When you left you took all of me with you
Now, Lord
I wonder do you wanna hear me scream and plead
Please, please, please, come back home girl
Please, baby, come back home
Oh, baby, don't go
Please come back, baby
Oh, something I wanna say
When you left to go away
No other do I want, do you wanna have me plead and scream
Please, please, oh please, baby
Come back home, girl
Oh, baby, come back
Oh, oh"
4Oamk0nKFcyq6vgjsf8xZY,Head Title aka Distant Lover - Demo Version,0,False,285400,What's Going On - 40th Anniversary (Super Deluxe),1971-05-21,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,"quiet storm, northern soul, soul, motown",
73etijhz7pV4Wx7GTANLpq,Natural High - Single Version,51,False,249093,The Essentials: Bloodstone,2002,Bloodstone,1DXSrgY5dpBSTWPC0uhXcj,,"1 ContributorNatural High - Single Version Lyrics
Why do I keep my mind
On you all the time?
And I don't even know you (I don't know you)
Why do I feel this way?
Thinking about you every day
And I don't even know you (I don't know you)

Take me in your arms
Thrill me with all of your charms

And I'll take to the sky on a natural high (I wanna take to the sky)
Loving you more 'til the day I die (Oh, natural high)
Take to the sky on a natural high (I want you to be mine)
Loving you more

If you have anything to do
Call me and I will do it for you
And I don't even know you (I don't know you)
(Hey, genie)
If I only had one wish to give
That wish would be for you to live
Forever and ever (I don't know you)

When I see you on the street
My heart skips a beat

And I take to the sky on a natural high (I just take to the sky)
Loving you more 'til the day I die (oh, natural high)
Take to the sky on a natural high (Loving you more)
Loving you more

I'm gonna try to do
All the things you want me to
If you just give me a chance (I don't know you)
I'm trying to make something
Out of nothing
And I don't even know you (I don't know you)

Take me in your arms
Thrill me with all of your charms

And I'll take to the sky on a natural high
Loving you more 'til the day I die
Take to the sky on a natural high
Loving you more
I'll take to the sky on a natural high
Loving you more 'til the day I die
Take to the sky on a natural high
Loving, loving you
Take to the sky on a natural high
Loving you more 'til the day I die
Take to the sky on a natural high
Loving, loving you"
1nR2Xzhz04YX6L9ZSlpuCQ,I Want You - Single Version,0,False,235560,The Very Best Of Marvin Gaye,2001-07-16,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,"quiet storm, northern soul, soul, motown","4 ContributorsI Want You (Single Version) Lyrics
I want you (And I want you)
The right way (And the right way)
I want you (Yes, I do)
But I want you to want me too (Want me too)
I want you to want me, baby (And I want it to be the right way)
Just like I want you
Ooh, ooh

Oh, I give you all the love I want in return, sweet darlin'
But half of love is all I feel, ooh
It's too bad, it's just too sad
You don't want me now, oh no, baby
But I'm gonna change your mind
Someway, somehow, oh baby

I want you the right way
I want you
But I want you to want me, too
I want you to want me, baby
Just like I want you
Ooh

This one-way love is just a fantasy, oh sugar
To share is precious, pure and fair, ooh
Don't play with somethin' you should cherish for life, oh baby
Don't you wanna care?
Ain't it lonely out there?

I want you
I want you, baby
I want you
But I want you to want me, too

Oh, I want to get down, baby
When I get down with you (Oww)
I want you, the right way baby
I want you, baby
But I want you to want me too, baby
Got to, got to, got to (Want you to love me too)
Love me, sugar
Oh, the way that I love you
Ooh"
5Qh4JZxPPMNcYiEmbriW9T,"Can't Get Enough Of Your Love, Babe - Single Version",0,False,230466,Gold,2008-01-01,Barry White,3rfgbfpPSfXY40lzRK7Syt,"disco, quiet storm, philly soul, soul",
51x3PIRdB4V2eNHesIXaxZ,It's You That I Need,46,False,360493,If You're Ready...The Best Of Enchantment,1977-01-01,Enchantment,6f8IcmSWG7IH8nc8u6vjnt,quiet storm,"7 ContributorsIt’s You That I Need LyricsSomething strange is happening
You don't belong to me anymore
It seems I'm all alone
In my dreams, yeah
I just feel so weak
No one knows the pain I see
And I'm all alone
Now that you're gone
My world is cold
My friends are few
Without you here
My joy seems cruel
When you left
You took part of me
What can I do?
It's you that I need (baby, baby)
It's you that I need (I'm lonely)
It's you that I need, come back
Something's gone in me
You were my life
My mystery, baby
How could you do this to me?
Left me holding on to a memory

I tried
I tried to be good
Take you to a place no others could
I suddenly woke and found you gone
Now I sing my heart to you
Through the words of this song
Something happened to me
You were my life, my destiny
My life will never, ever be complete
Come back to me
It's you that I need (baby, baby)
It's you that I need (I'm lonely, yeah)
It's you that I need (come on)
Come back home
It's you that I need
It's you that I need
It's you that I need right now
It's you that I need, yeah, yeah, oh
It's you (you) that I need, baby (baby)
It's you (you) that I need (baby)
It's you (you) that I need (baby)
It's you (you) that I need
Yeah, yeah, yeah, yeah

Baby, baby
It's you that I need
(All I need, baby)
Baby, baby
It's you that I need
(Something's happening, baby)
Baby, baby
It's you that I need
Baby, baby
It's you that I need
(Baby, come see about me, yeah)
Baby, baby
It's you that I need
Baby, baby
It's you that I need"
2Qfpqq61LJMcwesAxUtlp4,"For the Love of You, Pts. 1 & 2",5,False,337906,Discover Isley Brothers,1969,The Isley Brothers,53QzNeFpzAaXYnrDBbDrIp,"northern soul, soul, quiet storm, motown","7 ContributorsFor the Love of You, Pts. 1 & 2 Lyrics
Yeah, well well well, yeah-heh
Yeah, hey, hey
Ooh

Driftin' on a memory
Ain't no place I'd rather be
Than with you, yeah
Lovin' you, well, well, well
Day will make a way for night
All we'll need is candle lights
And a song, yeah
Soft and long, well, ooh

Glad to be
Here alone with a lover unlike no other
Sad to see
A new horizon slowly comin' into view, yeah

I wanna be living for the love of you
Ah, yes I am
All that I'm giving is for the love of you
Alright now

(Ooh, ooh, ooh)
Lovely as a ray of sun
(Ooh, ooh, ooh)
That touches me when the morning comes
(Ooh, ooh, ooh)
Feels good to me, yeah
My love and me (Ooh, ooh, ooh), well
(Ooh, ooh, ooh)
Smoother than a gentle breeze
(Ooh, ooh, ooh)
Flowin' through my mind with ease
Soft as can be (Ooh, ooh, ooh), well
When you're lovin' me
(Ooh, ooh, ooh)
When you're lovin' me, ooh

Love to be
Ridin' in the waves of your love
Enchanted with your touch and
It seems to me
We could sail together in and out of mystery, well

I wanna be living for the love of you
Alright now
All that I'm giving is for the love of you
You got me, girl
I wanna be living for the love of you
Alright now
All that I'm giving, giving, is for the love of you
Ah, yes, I am

(Ooh, ooh, ooh)
Paradise I have within
(Ooh, ooh, ooh)
Can't feel insecure again
You're the key
(Ooh, ooh, ooh)
Well, and this I see
(Ooh, ooh, ooh)
Oh, I see
(Ooh, ooh, ooh)
Now and then I lose my way
(Ooh, ooh, ooh)
Using words that try to say
What I feel (Ooh, ooh, ooh), yeah
(Ooh, ooh, ooh)
Love is real
Oh, love is real, ooh

I might as well
Sign my name on a card which could say it better
Time will tell
'Cause it seems that I've done just about all that I can do

I know that I'm living for the love of you
Oh, yes, I am
I know that I'm living for the love, love of you
Every, every day, I'm, living, for, the love of you
I'm living, for the love
Each and every day, I, I, oh oh, I
Oh, yes, I am
I wanna say it one more time
Said I'm living for the love
Each and every day, I, I, oh oh, I
Lord knows I am
Write that down
Said that I'm living for the love, love of you
Woo-hoo"
0YkwVgruz0osdpSrm1vywm,Wild Flower,35,False,389493,The Very Best Of The New Birth,1995-11-04,The New Birth,34Bm9d5DAJjSnaI02BCjdA,quiet storm,
373zqV0VLz9mnrSaY9kaiX,Isn't She Lovely,0,False,394266,Songs In The Key Of Life (Reissue),1976-09-28,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,"soul, motown","45 ContributorsTranslationsDeutschIsn’t She Lovely Lyrics
Isn't she lovely?
Isn't she wonderful?
Isn't she precious?
Less than one minute old
I never thought through love, we'd be
Making one as lovely as she
But isn't she lovely? Made from love

Isn't she pretty?
Truly the angel's best
Boy, I'm so happy
We have been heaven blessed
I can't believe what God has done
Through us, He's given life to one
But isn't she lovely? Made from love


Isn't she lovely?
Life and love are the same
Life is Aisha
The meaning of her name
Londie, it could have not been done
Without you who conceived the one
That's so very lovely, made from love"
