id,name,popularity,explicit,duration_ms,album_name,album_release_date,artist_names,artist_ids,artist_genres,lyrics
7r5bS08R8d0jZuDZutVeHQ,Gimme! Gimme! Gimme! (A Man After Midnight),0,False,294346,Voulez-Vous,1979,ABBA,0LcJLqbBmaGUft1e9Mm8HV,,"54 ContributorsTranslationsEspañolDeutschGimme! Gimme! Gimme! (A Man After Midnight) Lyrics
Half-past twelve
And I'm watchin' the late show in my flat, all alone
How I hate to spend the evening on my own
Autumn winds
Blowin' outside the window as I look around the room
And it makes me so depressed to see the gloom

There's not a soul out there
No one to hear my prayer

Gimme, gimme, gimme a man after midnight
Won't somebody help me chase the shadows away?
Gimme, gimme, gimme a man after midnight
Take me through the darkness to the break of the day

Movie stars
Find the end of the rainbow with a fortune to win
It's so different from the world I'm livin' in
Tired of TV
I open the window and I gaze into the night
But there's nothing there to see, no one in sight

There's not a soul out there
No one to hear my prayer

Gimme, gimme, gimme a man after midnight
Won't somebody help me chase the shadows away?
Gimme, gimme, gimme a man after midnight
Take me through the darkness to the break of the day

Gimme, gimme, gimme a man after midnight
Gimme, gimme, gimme a man after midnight


There's not a soul out there
No one to hear my prayer

Gimme, gimme, gimme a man after midnight
Won't somebody help me chase the shadows away?
Gimme, gimme, gimme a man after midnight
Take me through the darkness to the break of the day
Gimme, gimme, gimme a man after midnight
Won't somebody help me chase the shadows away?
Gimme, gimme, gimme a man after midnight
Take me through the darkness to the break of the day"
6zGDIDjfDkPyNxrEERO3XG,Tush - 2006 Remaster,3,False,137933,Fandango! (Expanded 2006 Remaster),1975-04-18,ZZ Top,2AM4ilv6UzW0uMRuqKtDgN,"blues rock, rock, classic rock, southern rock",
5Q7ayTarb9Tpmkik5cVMug,Viva Las Vegas,62,False,144840,"Elvis' Gold Records, Vol. 4",1968-01-22,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,"rockabilly, rock and roll","17 ContributorsViva Las Vegas Lyrics
Bright light city gonna set my soul
Gonna set my soul on fire
Got a whole lot of money that's ready to burn
So get those stakes up higher
There's a thousand pretty women waiting out there
And they're all living the devil may care
And I'm just a devil with love to spare
So Viva Las Vegas
Viva Las Vegas

How I wish that there were more
Than the 24 hours in the day
Even if there were 40 more
I wouldn't sleep a minute away
Oh, there's blackjack and poker and the roulette wheel
A fortune won and lost on every deal
All you need's a strong heart and a nerve of steel
Viva Las Vegas
Viva Las Vegas

Viva Las Vegas with you neon flashing
And your one arm bandits crashing
All those hopes down the drain
Viva Las Vegas, turning day into nighttime
Turning night into daytime
If you see it once
You'll never be the same again

I'm gonna keep on the run, I'm gonna have me some fun
If it costs me my very last dime
If I wind up broke, oh well, I'll always remember
That I had a swinging time
I'm gonna give it everything I've got
Lady luck please let the dice stay hot
Let me shoot a seven with every shot
Viva Las Vegas
Viva Las Vegas
Viva Las Vegas
Viva, Viva Las Vegas"
3JPC78sNlPaiZ1NgztXW2Q,Shake Your Money Maker,36,False,150667,Dust My Broom,2002,Elmore James,0q9kpdDkEA3H17gcRMjgVS,"blues rock, blues, classic blues","6 ContributorsShake Your Moneymaker Lyrics
Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
And then

Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
Shake your moneymaker
And then

I got a girl who lives out the hill
I got a girl who lives out the hill
Says she gonna love me but I don't believe she will

You gotta shake your moneymaker
Shake your moneymaker, baby
You gotta shake your moneymaker
Shake your moneymaker
You gotta shake your moneymaker
And then


I got a gal and she just won't be true
I got a gal and she just won't be true
She's locked to the bridge, she won't do a thing I tell her to do

She won't shake her moneymaker
Won't shake her moneymaker
She won't roll her activator
She won't shake her moneymaker
She won't shake her moneymaker
She won't"
3h4udS0WeWbsur3yfjvnm4,Reet Petite,56,False,169240,He's So Fine,1958,Jackie Wilson,4VnomLtKTm9Ahe1tZfmZju,"motown, northern soul, soul","13 ContributorsReet Petite LyricsWell, look-a there, look-a there
Look-a there, look-a there, ooh wee
Look-a there, look-a there
Look-a there, ooh wee
Ooh! Ah! Ooh! Ah! Ooh wee
Well, she's so fine, fine, fine
She's so fine, f-f-fine
She's so fine
She's so fine, fine, fine
She's really sweet
The finest girl you ever wanna meet
Oh, oh, oh, oh
Oh, oh, oh, oh
Reet petite
The finest girl you ever wanna meet
Well, have you ever seen a girl for whom your soul you'd give
For whom you'd fight for, die for, pray to God to live
'Cause she's so fine
She's so fine
She's really sweet
The finest girl you ever wanna meet

Well, she really fills her clothes from head to toe
I want the world to know I love her, love her so
She's all right
She's all right
She's all right
She loves me day and night
Oh, oh, oh, oh
Oh, oh, oh, oh
Reet petite
The finest girl you ever wanna meet, oh
Well, she's like honey from a bee, like peaches from a tree
I love her, need her, she means so much to me
She's all right
She's got what it takes
She's got what it takes
And with me she really rates
Well, now she's my cutie, my tutti frutti
My heart, my love, my bathing beauty
She's all right
She's got what it takes
She's got what it takes
And with me she really rates

Oh, oh, oh, oh
Oh, oh, oh, oh
Reet petite
The finest girl you ever wanna meet
Reet petite
The finest girl you ever wanna meet
Reet petite
The finest girl you ever wanna meet"
5MXXbGYNmRHR7ULMvZYo5R,Every 1's a Winner - Single Version,60,False,289266,Every 1's a Winner,1978,Hot Chocolate,72VzFto8DYvKHocaHYNWSi,,
0M49FeZyYraDErgF9lCoJq,Venus Loon,4,False,182720,T.Rex - Gold,2018-09-07,T. Rex,3dBVyJ7JuOMt4GE9607Qin,"glam rock, proto-punk","3 ContributorsVenus Loon Lyrics
Oh yeah!

Goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon

Slipshod gymslip in my neighbourhood
Empty head, steel bed, Dipseys no good
All alone, no telephone, to hype up my baby

Goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon
Oh yeah!

Bent spent, psychedelic, mailman's head
Gorging up my spokes like the ghostly dead
Ally pally angel chewing up my blues

But I'm goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon

Oh my Venus loon, it'll make you swoon
It'll make you feel good
It'll make you feel good
Oh, my Venus loon, it'll make you swoon
It'll make you feel good
It'll make you feel good

First girl I ever loved, I don't recognise
Her nose is smashed her frame is bent
She's covered in flies
Everyone I ever loved, I'll love 'till I die

But I'm goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon

Oh my Venus loon, it'll make you swoon
It'll make you feel good
It'll make you feel good
Oh, my Venus loon, it'll make you swoon
It'll make you feel good
It'll make you feel good

Slipshod gymslip in my neighbourhood
Empty head, steel bed, Dipseys no good
All alone, no telephone, to hype up my baby

Goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon

Oh my venus, oh yeah!
Ohhh
Goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon
Oh yeah!
Goin' to see my baby in the afternoon
Goin' to take my baby on a Venus loon
Oh, uh, uh, uh, uh, uh"
27UnIBb5XTJcgVdlWq0Qe1,Superfly (Album Version) (2014 Remaster),0,False,232506,Superfly - Definitive Remastered Edition (2 Volume Special Edition),2014,Curtis Mayfield,2AV6XDIs32ofIJhkkDevjm,"motown, soul",
1fMGRxKRtIKNyaMMGrzInM,Good Morning Judge,50,False,174666,Deceptive Bends,1977,10cc,6i6WlGzQtXtz7GcC5H5st5,"glam rock, art rock","10 ContributorsGood Morning Judge Lyrics
Well, good morning Judge
How are you today?
I'm in trouble, please put me away
A pretty thing took a shine to me
I couldn't stop her so I let it be
I couldn't stop her so I let it be
I couldn't stop her so I let it be
I couldn't stop her so I let it be

He didn't do it
He wasn't there
He didn't want it
He wouldn't dare

Well, good morning judge
Yes I'm back again
I'm in trouble so it's back to the pen
I found a car but I couldn't pay
I fell in love and I drove it away
I fell in love and I drove it away
I fell in love and I drove it away
I fell in love and I drove it away

He didn't do it
He wasn't there
He didn't want it
He wouldn't dare
I didn't do it
I wasn't there
I didn't want it
I wouldn't dare

Alcatraz is like a home sweet home
I'm so wanted and I'm never alone
San Quentin is the place to be
I'm so happy I don't wanna be free
So happy I don't wanna be free
I'm so happy I don't wanna be free
I'm so happy I don't wanna be free"
7vuSGejUXpD365Nl9tyehq,Forget Me Nots,0,False,275813,Straight From The Heart,1982,Patrice Rushen,1mNnxxnPfHQDOkFjnZmdkc,"disco, post-disco, jazz funk","19 ContributorsTranslationsDeutschForget Me Nots Lyrics
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember

Those were the times we had
Sharing a joy that we thought would last
Memories of love and affection
Never really was just like a dream
Was it the simple things
That made me so crazy about you
Was it your charm or your passion
It's not hard to believe
I love you and I need you so I'm

Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember

Did we give up too soon?
Maybe we needed just a little room
Wondering how it all happened
Maybe we just need a little time
Though we did end as friends
Given the chance, we could love again
She'll always love you forever
It's not hard to believe
I want you and I need you so I'm

Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots (Forget me nots)
To help you to remember
Baby, please forget me not (Forget me not)
I want you to remember


Sending you forget me nots
Baby, please forget me not
Good times we had (Sending you forget me nots)
They weren't so bad
What a life we shared (Baby, please forget me not)
Pretty baby, I still care

Sending you forget me nots
To help you to remember
Baby, please forget me not
I want you to remember
Sending you forget me nots
To help you to remember (Help you to remember)"
